"year","city","temp"
2007,"Moscow","18.19933333333334"
2008,"Baghdad","36.042"
2008,"Calcutta","29.082333333333334"
2008,"Delhi","30.64566666666667"
2008,"Mashhad","25.552000000000003"
2008,"Moscow","17.137666666666664"
2009,"Baghdad","35.354000000000006"
2009,"Calcutta","30.257666666666665"
2009,"Delhi","33.111"
2009,"Mashhad","24.79433333333333"
2009,"Moscow","16.843666666666667"
2010,"Baghdad","37.132"
2010,"Calcutta","30.426666666666666"
2010,"Delhi","32.220333333333336"
2010,"Mashhad","25.727666666666668"
2010,"Moscow","21.542"
2011,"Baghdad","36.023666666666664"
2011,"Calcutta","29.44066666666667"
2011,"Delhi","31.329666666666668"
2011,"Mashhad","25.94666666666667"
2011,"Moscow","19.673333333333336"
2012,"Baghdad","36.552"
2012,"Calcutta","30.467"
2012,"Delhi","32.873333333333335"
2012,"Mashhad","24.99066666666667"
2012,"Moscow","17.909666666666666"
2013,"Baghdad","35.21933333333334"
2013,"Calcutta","30.052333333333333"
2013,"Delhi","31.33966666666667"
2013,"Mashhad","25.448000000000004"
2013,"Moscow","18.113000000000003"
